input: -0.123655, output_cpu: 0.469126, output_gpu: 0.469126
input: -11.585305, output_cpu: 0.000009, output_gpu: 0.000009
input: -11.200288, output_cpu: 0.000014, output_gpu: 0.000014
input: -9.558834, output_cpu: 0.000071, output_gpu: 0.000071
input: -8.763456, output_cpu: 0.000156, output_gpu: 0.000156
input: -6.292016, output_cpu: 0.001848, output_gpu: 0.001848
input: -1.963307, output_cpu: 0.123110, output_gpu: 0.123110
input: -1.541430, output_cpu: 0.176327, output_gpu: 0.176327
input: -2.522485, output_cpu: 0.074297, output_gpu: 0.074297
input: -5.381327, output_cpu: 0.004581, output_gpu: 0.004581
input: -5.559752, output_cpu: 0.003835, output_gpu: 0.003835
input: -6.314296, output_cpu: 0.001807, output_gpu: 0.001807
input: -4.222577, output_cpu: 0.014449, output_gpu: 0.014449
input: -7.781897, output_cpu: 0.000417, output_gpu: 0.000417
input: -17.331146, output_cpu: 0.000000, output_gpu: 0.000000
input: -12.997890, output_cpu: 0.000002, output_gpu: 0.000002
input: -5.967497, output_cpu: 0.002554, output_gpu: 0.002554
input: -4.492129, output_cpu: 0.011073, output_gpu: 0.011073
input: -2.988642, output_cpu: 0.047942, output_gpu: 0.047942
input: -1.384033, output_cpu: 0.200362, output_gpu: 0.200362
input: -2.138419, output_cpu: 0.105418, output_gpu: 0.105418
input: -3.555758, output_cpu: 0.027767, output_gpu: 0.027767
input: -4.929498, output_cpu: 0.007178, output_gpu: 0.007178
input: -4.743905, output_cpu: 0.008629, output_gpu: 0.008629
input: -4.366057, output_cpu: 0.012542, output_gpu: 0.012542
input: -1.527307, output_cpu: 0.178388, output_gpu: 0.178388
input: -3.518653, output_cpu: 0.028786, output_gpu: 0.028786
input: -10.247157, output_cpu: 0.000035, output_gpu: 0.000035
input: -6.059258, output_cpu: 0.002331, output_gpu: 0.002331
input: -1.433282, output_cpu: 0.192588, output_gpu: 0.192588
input: -1.387873, output_cpu: 0.199748, output_gpu: 0.199748
input: -1.531554, output_cpu: 0.177767, output_gpu: 0.177766
input: -1.850450, output_cpu: 0.135820, output_gpu: 0.135820
input: -2.478770, output_cpu: 0.077360, output_gpu: 0.077360
input: -3.659141, output_cpu: 0.025108, output_gpu: 0.025108
input: -3.947921, output_cpu: 0.018930, output_gpu: 0.018930
input: -3.090237, output_cpu: 0.043512, output_gpu: 0.043512
input: -2.460730, output_cpu: 0.078657, output_gpu: 0.078657
input: -0.764672, output_cpu: 0.317633, output_gpu: 0.317633
input: -1.784273, output_cpu: 0.143776, output_gpu: 0.143776
input: -2.636762, output_cpu: 0.066810, output_gpu: 0.066810
input: -1.163457, output_cpu: 0.238040, output_gpu: 0.238040
input: -1.062874, output_cpu: 0.256761, output_gpu: 0.256761
input: -1.664786, output_cpu: 0.159121, output_gpu: 0.159121
input: -0.961127, output_cpu: 0.276653, output_gpu: 0.276653
input: -0.659628, output_cpu: 0.340823, output_gpu: 0.340823
input: -1.596557, output_cpu: 0.168463, output_gpu: 0.168463
input: -2.133175, output_cpu: 0.105914, output_gpu: 0.105914
input: -2.005980, output_cpu: 0.118577, output_gpu: 0.118577
input: -0.863387, output_cpu: 0.296632, output_gpu: 0.296632
input: -1.917714, output_cpu: 0.128117, output_gpu: 0.128117
input: -1.642016, output_cpu: 0.162191, output_gpu: 0.162191
input: -3.063813, output_cpu: 0.044625, output_gpu: 0.044625
input: -3.242923, output_cpu: 0.037582, output_gpu: 0.037582
input: -2.718149, output_cpu: 0.061911, output_gpu: 0.061911
input: -3.134928, output_cpu: 0.041689, output_gpu: 0.041689
input: -3.709717, output_cpu: 0.023899, output_gpu: 0.023899
input: -3.385521, output_cpu: 0.032751, output_gpu: 0.032751
input: -3.560950, output_cpu: 0.027627, output_gpu: 0.027627
input: -4.071559, output_cpu: 0.016765, output_gpu: 0.016765
input: -3.781962, output_cpu: 0.022271, output_gpu: 0.022271
input: -1.640536, output_cpu: 0.162392, output_gpu: 0.162392
input: -0.954871, output_cpu: 0.277906, output_gpu: 0.277906
input: -3.167121, output_cpu: 0.040422, output_gpu: 0.040422
input: -3.498714, output_cpu: 0.029349, output_gpu: 0.029349
input: -4.709710, output_cpu: 0.008927, output_gpu: 0.008927
input: -4.869658, output_cpu: 0.007618, output_gpu: 0.007618
input: -4.551214, output_cpu: 0.010444, output_gpu: 0.010444
input: -4.518364, output_cpu: 0.010789, output_gpu: 0.010789
input: -4.707534, output_cpu: 0.008946, output_gpu: 0.008946
input: -5.118245, output_cpu: 0.005951, output_gpu: 0.005951
input: -5.742645, output_cpu: 0.003196, output_gpu: 0.003196
input: -5.943719, output_cpu: 0.002615, output_gpu: 0.002615
input: -5.444207, output_cpu: 0.004303, output_gpu: 0.004303
input: -3.287077, output_cpu: 0.036017, output_gpu: 0.036017
input: -2.751640, output_cpu: 0.059994, output_gpu: 0.059994
input: -4.396558, output_cpu: 0.012170, output_gpu: 0.012170
input: -5.373919, output_cpu: 0.004615, output_gpu: 0.004615
input: -5.904144, output_cpu: 0.002721, output_gpu: 0.002721
input: -6.293140, output_cpu: 0.001846, output_gpu: 0.001846
input: -6.804631, output_cpu: 0.001107, output_gpu: 0.001107
input: -7.416323, output_cpu: 0.000601, output_gpu: 0.000601
input: -7.497988, output_cpu: 0.000554, output_gpu: 0.000554
input: -7.254481, output_cpu: 0.000706, output_gpu: 0.000706
input: -6.058034, output_cpu: 0.002334, output_gpu: 0.002334
input: -5.087181, output_cpu: 0.006138, output_gpu: 0.006138
input: -5.206968, output_cpu: 0.005448, output_gpu: 0.005448
input: -4.681117, output_cpu: 0.009184, output_gpu: 0.009184
input: -3.826526, output_cpu: 0.021321, output_gpu: 0.021321
input: -5.692625, output_cpu: 0.003359, output_gpu: 0.003359
input: -7.987995, output_cpu: 0.000339, output_gpu: 0.000339
input: -8.729793, output_cpu: 0.000162, output_gpu: 0.000162
input: -8.861256, output_cpu: 0.000142, output_gpu: 0.000142
input: -8.460641, output_cpu: 0.000212, output_gpu: 0.000212
input: -9.091212, output_cpu: 0.000113, output_gpu: 0.000113
input: -9.849697, output_cpu: 0.000053, output_gpu: 0.000053
input: -9.348928, output_cpu: 0.000087, output_gpu: 0.000087
input: -8.063939, output_cpu: 0.000315, output_gpu: 0.000315
input: -7.100029, output_cpu: 0.000824, output_gpu: 0.000824
input: -7.524710, output_cpu: 0.000539, output_gpu: 0.000539
input: -6.671781, output_cpu: 0.001265, output_gpu: 0.001265
input: -4.315223, output_cpu: 0.013187, output_gpu: 0.013187
input: -7.329154, output_cpu: 0.000656, output_gpu: 0.000656
input: -9.714067, output_cpu: 0.000060, output_gpu: 0.000060
input: -9.632619, output_cpu: 0.000066, output_gpu: 0.000066
input: -9.501347, output_cpu: 0.000075, output_gpu: 0.000075
input: -10.098723, output_cpu: 0.000041, output_gpu: 0.000041
input: -11.052644, output_cpu: 0.000016, output_gpu: 0.000016
input: -10.872375, output_cpu: 0.000019, output_gpu: 0.000019
input: -9.566274, output_cpu: 0.000070, output_gpu: 0.000070
input: -9.375578, output_cpu: 0.000085, output_gpu: 0.000085
input: -10.543557, output_cpu: 0.000026, output_gpu: 0.000026
input: -9.917397, output_cpu: 0.000049, output_gpu: 0.000049
input: -7.633012, output_cpu: 0.000484, output_gpu: 0.000484
input: -4.307048, output_cpu: 0.013294, output_gpu: 0.013294
input: -8.635748, output_cpu: 0.000178, output_gpu: 0.000178
input: -10.182885, output_cpu: 0.000038, output_gpu: 0.000038
input: -11.014590, output_cpu: 0.000016, output_gpu: 0.000016
input: -10.755913, output_cpu: 0.000021, output_gpu: 0.000021
input: -10.955083, output_cpu: 0.000017, output_gpu: 0.000017
input: -10.982010, output_cpu: 0.000017, output_gpu: 0.000017
input: -10.461231, output_cpu: 0.000029, output_gpu: 0.000029
input: -8.223373, output_cpu: 0.000268, output_gpu: 0.000268
input: -8.062317, output_cpu: 0.000315, output_gpu: 0.000315
input: -10.015946, output_cpu: 0.000045, output_gpu: 0.000045
input: -9.432709, output_cpu: 0.000080, output_gpu: 0.000080
input: -6.942721, output_cpu: 0.000965, output_gpu: 0.000965
input: -4.305209, output_cpu: 0.013318, output_gpu: 0.013318
input: -6.819596, output_cpu: 0.001091, output_gpu: 0.001091
input: -9.125544, output_cpu: 0.000109, output_gpu: 0.000109
input: -10.410409, output_cpu: 0.000030, output_gpu: 0.000030
input: -11.365327, output_cpu: 0.000012, output_gpu: 0.000012
input: -12.041306, output_cpu: 0.000006, output_gpu: 0.000006
input: -10.894079, output_cpu: 0.000019, output_gpu: 0.000019
input: -9.550504, output_cpu: 0.000071, output_gpu: 0.000071
input: -7.476611, output_cpu: 0.000566, output_gpu: 0.000566
input: -7.351106, output_cpu: 0.000641, output_gpu: 0.000641
input: -7.401312, output_cpu: 0.000610, output_gpu: 0.000610
input: -6.727736, output_cpu: 0.001196, output_gpu: 0.001196
input: -5.508641, output_cpu: 0.004035, output_gpu: 0.004035
input: -4.105317, output_cpu: 0.016217, output_gpu: 0.016217
input: -6.470317, output_cpu: 0.001546, output_gpu: 0.001546
input: -8.457206, output_cpu: 0.000212, output_gpu: 0.000212
input: -9.127479, output_cpu: 0.000109, output_gpu: 0.000109
input: -10.439412, output_cpu: 0.000029, output_gpu: 0.000029
input: -12.533944, output_cpu: 0.000004, output_gpu: 0.000004
input: -13.911038, output_cpu: 0.000001, output_gpu: 0.000001
input: -12.652845, output_cpu: 0.000003, output_gpu: 0.000003
input: -9.349586, output_cpu: 0.000087, output_gpu: 0.000087
input: -7.364439, output_cpu: 0.000633, output_gpu: 0.000633
input: -6.279729, output_cpu: 0.001870, output_gpu: 0.001870
input: -5.584158, output_cpu: 0.003743, output_gpu: 0.003743
input: -4.345143, output_cpu: 0.012804, output_gpu: 0.012804
input: -3.813768, output_cpu: 0.021589, output_gpu: 0.021589
input: -5.322553, output_cpu: 0.004857, output_gpu: 0.004857
input: -6.054157, output_cpu: 0.002343, output_gpu: 0.002343
input: -7.095053, output_cpu: 0.000829, output_gpu: 0.000829
input: -9.453897, output_cpu: 0.000078, output_gpu: 0.000078
input: -12.454565, output_cpu: 0.000004, output_gpu: 0.000004
input: -15.283095, output_cpu: 0.000000, output_gpu: 0.000000
input: -15.420149, output_cpu: 0.000000, output_gpu: 0.000000
input: -11.585158, output_cpu: 0.000009, output_gpu: 0.000009
input: -7.243616, output_cpu: 0.000714, output_gpu: 0.000714
input: -5.665030, output_cpu: 0.003453, output_gpu: 0.003453
input: -5.583405, output_cpu: 0.003746, output_gpu: 0.003746
input: -4.541525, output_cpu: 0.010545, output_gpu: 0.010545
input: -4.317876, output_cpu: 0.013153, output_gpu: 0.013153
input: -4.828774, output_cpu: 0.007933, output_gpu: 0.007933
input: -4.705948, output_cpu: 0.008960, output_gpu: 0.008960
input: -6.910162, output_cpu: 0.000997, output_gpu: 0.000997
input: -11.206906, output_cpu: 0.000014, output_gpu: 0.000014
input: -12.141661, output_cpu: 0.000005, output_gpu: 0.000005
input: -12.576332, output_cpu: 0.000003, output_gpu: 0.000003
input: -14.303980, output_cpu: 0.000001, output_gpu: 0.000001
input: -11.909255, output_cpu: 0.000007, output_gpu: 0.000007
input: -7.955496, output_cpu: 0.000351, output_gpu: 0.000351
input: -5.370131, output_cpu: 0.004632, output_gpu: 0.004632
input: -4.903652, output_cpu: 0.007365, output_gpu: 0.007365
input: -4.826298, output_cpu: 0.007952, output_gpu: 0.007952
input: -4.714411, output_cpu: 0.008885, output_gpu: 0.008885
input: -4.474711, output_cpu: 0.011265, output_gpu: 0.011265
input: -4.444524, output_cpu: 0.011606, output_gpu: 0.011606
input: -8.164539, output_cpu: 0.000284, output_gpu: 0.000284
input: -16.182114, output_cpu: 0.000000, output_gpu: 0.000000
input: -14.059436, output_cpu: 0.000001, output_gpu: 0.000001
input: -9.828431, output_cpu: 0.000054, output_gpu: 0.000054
input: -9.725609, output_cpu: 0.000060, output_gpu: 0.000060
input: -8.980669, output_cpu: 0.000126, output_gpu: 0.000126
input: -6.267429, output_cpu: 0.001894, output_gpu: 0.001894
input: -4.468309, output_cpu: 0.011337, output_gpu: 0.011337
input: -4.952396, output_cpu: 0.007017, output_gpu: 0.007017
input: -4.968128, output_cpu: 0.006908, output_gpu: 0.006908
input: -4.574223, output_cpu: 0.010209, output_gpu: 0.010209
input: -3.792479, output_cpu: 0.022043, output_gpu: 0.022043
input: -3.605243, output_cpu: 0.026462, output_gpu: 0.026462
input: -6.370973, output_cpu: 0.001708, output_gpu: 0.001708
input: -12.366905, output_cpu: 0.000004, output_gpu: 0.000004
input: -10.799378, output_cpu: 0.000020, output_gpu: 0.000020
input: -7.222730, output_cpu: 0.000729, output_gpu: 0.000729
input: -7.241111, output_cpu: 0.000716, output_gpu: 0.000716
input: -7.408360, output_cpu: 0.000606, output_gpu: 0.000606
input: -6.853150, output_cpu: 0.001055, output_gpu: 0.001055
input: -4.773956, output_cpu: 0.008376, output_gpu: 0.008376
input: -5.394814, output_cpu: 0.004520, output_gpu: 0.004520
input: -5.763871, output_cpu: 0.003129, output_gpu: 0.003129
input: -4.601106, output_cpu: 0.009941, output_gpu: 0.009941
input: -2.982134, output_cpu: 0.048240, output_gpu: 0.048240
input: -4.129996, output_cpu: 0.015828, output_gpu: 0.015828
input: -5.343997, output_cpu: 0.004754, output_gpu: 0.004754
input: -7.518599, output_cpu: 0.000543, output_gpu: 0.000543
input: -7.260334, output_cpu: 0.000702, output_gpu: 0.000702
input: -6.210036, output_cpu: 0.002005, output_gpu: 0.002005
input: -6.056681, output_cpu: 0.002337, output_gpu: 0.002337
input: -6.381541, output_cpu: 0.001690, output_gpu: 0.001690
input: -6.188991, output_cpu: 0.002048, output_gpu: 0.002048
input: -4.004205, output_cpu: 0.017912, output_gpu: 0.017912
input: -4.630739, output_cpu: 0.009653, output_gpu: 0.009653
input: -5.403924, output_cpu: 0.004479, output_gpu: 0.004479
input: -4.729592, output_cpu: 0.008753, output_gpu: 0.008753
input: -2.532552, output_cpu: 0.073607, output_gpu: 0.073607
input: -2.356381, output_cpu: 0.086560, output_gpu: 0.086560
input: -3.541991, output_cpu: 0.028141, output_gpu: 0.028141
input: -4.548261, output_cpu: 0.010475, output_gpu: 0.010475
input: -5.380449, output_cpu: 0.004585, output_gpu: 0.004585
input: -6.187896, output_cpu: 0.002050, output_gpu: 0.002050
input: -7.015014, output_cpu: 0.000897, output_gpu: 0.000897
input: -7.809995, output_cpu: 0.000405, output_gpu: 0.000405
input: -7.713364, output_cpu: 0.000447, output_gpu: 0.000447
input: -5.375098, output_cpu: 0.004609, output_gpu: 0.004609
input: -5.233918, output_cpu: 0.005304, output_gpu: 0.005304
input: -4.539611, output_cpu: 0.010565, output_gpu: 0.010565
input: -3.905731, output_cpu: 0.019729, output_gpu: 0.019729
input: -3.090483, output_cpu: 0.043502, output_gpu: 0.043502
input: -2.617393, output_cpu: 0.068027, output_gpu: 0.068027
input: -2.933322, output_cpu: 0.050531, output_gpu: 0.050531
input: -3.311199, output_cpu: 0.035189, output_gpu: 0.035189
input: -3.991464, output_cpu: 0.018138, output_gpu: 0.018138
input: -5.097321, output_cpu: 0.006076, output_gpu: 0.006076
input: -5.933972, output_cpu: 0.002641, output_gpu: 0.002641
input: -6.779588, output_cpu: 0.001135, output_gpu: 0.001135
input: -7.314023, output_cpu: 0.000666, output_gpu: 0.000666
input: -5.861951, output_cpu: 0.002838, output_gpu: 0.002838
input: -5.083117, output_cpu: 0.006162, output_gpu: 0.006162
input: -3.325216, output_cpu: 0.034716, output_gpu: 0.034716
input: -3.336043, output_cpu: 0.034355, output_gpu: 0.034355
input: -3.267717, output_cpu: 0.036695, output_gpu: 0.036695
input: -3.597064, output_cpu: 0.026673, output_gpu: 0.026673
input: -3.729302, output_cpu: 0.023447, output_gpu: 0.023447
input: -4.342621, output_cpu: 0.012836, output_gpu: 0.012836
input: -4.668178, output_cpu: 0.009302, output_gpu: 0.009302
input: -5.269391, output_cpu: 0.005120, output_gpu: 0.005120
input: -6.014179, output_cpu: 0.002438, output_gpu: 0.002438
input: -6.986874, output_cpu: 0.000923, output_gpu: 0.000923
input: -7.310746, output_cpu: 0.000668, output_gpu: 0.000668
input: -6.980032, output_cpu: 0.000929, output_gpu: 0.000929
input: -6.970673, output_cpu: 0.000938, output_gpu: 0.000938
input: -6.582731, output_cpu: 0.001382, output_gpu: 0.001382
input: -5.717358, output_cpu: 0.003278, output_gpu: 0.003278
input: -1.512857, output_cpu: 0.180516, output_gpu: 0.180516
input: -2.392035, output_cpu: 0.083782, output_gpu: 0.083782
input: -3.364029, output_cpu: 0.033439, output_gpu: 0.033439
input: -4.511650, output_cpu: 0.010861, output_gpu: 0.010861
input: -4.940447, output_cpu: 0.007101, output_gpu: 0.007101
input: -5.672162, output_cpu: 0.003429, output_gpu: 0.003429
input: -6.715947, output_cpu: 0.001210, output_gpu: 0.001210
input: -7.781756, output_cpu: 0.000417, output_gpu: 0.000417
input: -8.042158, output_cpu: 0.000322, output_gpu: 0.000322
input: -8.749252, output_cpu: 0.000159, output_gpu: 0.000159
input: -7.601938, output_cpu: 0.000499, output_gpu: 0.000499
input: -6.832422, output_cpu: 0.001077, output_gpu: 0.001077
input: -4.640357, output_cpu: 0.009562, output_gpu: 0.009562
input: -0.379385, output_cpu: 0.406275, output_gpu: 0.406275
input: -1.883343, output_cpu: 0.132005, output_gpu: 0.132005
input: -4.738100, output_cpu: 0.008679, output_gpu: 0.008679
input: -6.929973, output_cpu: 0.000977, output_gpu: 0.000977
input: -7.995772, output_cpu: 0.000337, output_gpu: 0.000337
input: -8.659996, output_cpu: 0.000173, output_gpu: 0.000173
input: -8.168194, output_cpu: 0.000283, output_gpu: 0.000283
input: -7.681996, output_cpu: 0.000461, output_gpu: 0.000461
input: -7.681170, output_cpu: 0.000461, output_gpu: 0.000461
input: -8.962332, output_cpu: 0.000128, output_gpu: 0.000128
input: -8.142935, output_cpu: 0.000291, output_gpu: 0.000291
input: -6.277939, output_cpu: 0.001874, output_gpu: 0.001874
input: -3.427909, output_cpu: 0.031435, output_gpu: 0.031435
input: 0.590946, output_cpu: 0.643582, output_gpu: 0.643582
input: -1.971035, output_cpu: 0.122278, output_gpu: 0.122278
input: -6.361716, output_cpu: 0.001723, output_gpu: 0.001723
input: -9.002907, output_cpu: 0.000123, output_gpu: 0.000123
input: -9.720493, output_cpu: 0.000060, output_gpu: 0.000060
input: -9.737970, output_cpu: 0.000059, output_gpu: 0.000059
input: -9.143984, output_cpu: 0.000107, output_gpu: 0.000107
input: -7.904002, output_cpu: 0.000369, output_gpu: 0.000369
input: -6.757721, output_cpu: 0.001161, output_gpu: 0.001161
input: -8.144535, output_cpu: 0.000290, output_gpu: 0.000290
input: -7.884603, output_cpu: 0.000376, output_gpu: 0.000376
input: -4.750572, output_cpu: 0.008573, output_gpu: 0.008573
input: -1.990448, output_cpu: 0.120209, output_gpu: 0.120209
input: -1.425261, output_cpu: 0.193838, output_gpu: 0.193838
input: -4.614402, output_cpu: 0.009811, output_gpu: 0.009811
input: -7.387283, output_cpu: 0.000619, output_gpu: 0.000619
input: -10.041328, output_cpu: 0.000044, output_gpu: 0.000044
input: -11.108210, output_cpu: 0.000015, output_gpu: 0.000015
